Search Term ,Paper Title,Database,DOI link,Search Term, DOI link
Student engagement prediction using Machine Learning,Early prediction of student engagement in virtual learning environments using machine learning techniques,Google Scholar,https://doi.org/10.1177/20427530221108027,,
Student engagement prediction using Machine Learning,"Exploring Student Engagement, Confidence, and Usefulness for Female Students in CS Class at High School Using Machine Learning",IEEE Xplore,https://doi.org/10.1109/FIE58773.2023.10343402,,
Student engagement prediction using Machine Learning,Use Machine Learning to Predict Primary School Students Level of Learning Engagement,ACM Digital Library,https://doi.org/10.1145/3510309.3510313,,
Student engagement prediction using Machine Learning,Application of Deep Learning on Student Engagement in e-learning environments,Science Direct,https://doi.org/10.1016/j.compeleceng.2021.107277,,
Student engagement prediction using Machine Learning,Predicting Students Performance using Machine Learning Classifiers,IEEE Xplore,https://doi.org/10.1109/ACIT62805.2024.10877102,,
Student engagement prediction using Machine Learning,Predicting Student Reasoning for Self-Reported Affect in Game-Based Learning Environments,ACM Digital Library,https://doi.org/10.1145/3641555.3705232,,
Student engagement prediction using Machine Learning,Utilizing early engagement and machine learning to predict student outcomes,Science Direct,https://doi.org/10.1016/j.compedu.2018.12.006,,
Student engagement prediction using Machine Learning,Dyslexia Adaptive Learning Model: Student Engagement Prediction Using Machine Learning Approach,Google Scholar,https://doi.org/10.1007/978-3-319-72550-5_36,,
Assessing attention in MOOCs using artificial intelligence,Increasing Student Engagement in Lessons and Assessing MOOC Participants Through Artificial Intelligence,Google Scholar,https://doi.org/10.1007/978-3-031-06458-6_11,,
Assessing attention in MOOCs using artificial intelligence,MOOC Evaluation System Based on Deep Learning,Google Scholar,https://doi.org/10.19173/irrodl.v22i4.5417,,
Assessing attention in MOOCs using artificial intelligence,Research on the big data analysis of MOOCs in a flipped classroom based on attention mechanism in deep learning model,Google Scholar,https://doi.org/10.1002/cae.22678,,
Assessing attention in MOOCs using artificial intelligence,Artificial Intelligence Empowers Gamification: Optimizing Student Engagement and Learning Outcomes in E-learning and MOOCs.,Google Scholar,https://doi.org/10.3991/ijep.v13i8.40853,,
Assessing attention in MOOCs using artificial intelligence,Research On the Optimization of Ideological and Political Education in Universities Integrating Artificial Intelligence Technology Under the Guidance of Curriculum Ideological and Political Thinking,ACM Digital Library,https://doi.org/10.1145/3611012,,
Assessing attention in MOOCs using artificial intelligence,Artificial intelligence in education and assessment method,Google Scholar,https://doi.org/10.11591/eei.v9i5.1984,,
Assessing attention in MOOCs using artificial intelligence,A Survey on Artificial Intelligence and Data Mining for MOOCs,Google Scholar,https://doi.org/10.48550/arXiv.1601.06862,,
Assessing attention in MOOCs using artificial intelligence,Assessing Student Performance with Multi-granularity Attention from Online Classroom Dialogue,ACM Digital Library,https://doi.org/10.1145/3583780.3615143,,
Assessing attention in MOOCs using artificial intelligence,Towards AI-powered personalization in MOOC learning,Google Scholar,https://doi.org/10.1038/s41539-017-0016-3,,
Assessing attention in MOOCs using artificial intelligence,A Path Study of Generative Artificial Intelligence Enabling Online Education Platforms in Colleges and Universities,ACM Digital Library,https://doi.org/10.1145/3700297.3700354,,
Assessing attention in MOOCs using artificial intelligence, The MOOC as Distributed Intelligence: Dimensions of a Framework & Evaluation of MOOCs,Google Scholar,https://doi.dx.org/10.22318/cscl2013.2.42,,
Assessing attention in MOOCs using artificial intelligence,A Study on the Behavioral Intention of Primary and Secondary School Teachers Using Generative Artificial Intelligence in Teaching,ACM Digital Library,https://doi.org/10.1145/3675812.3675870,,
Assessing attention in MOOCs using artificial intelligence,A lesson study on a MOOC-based and AI-powered flipped teaching and assessment of EFL writing model: teachers' and students' growth,Google Scholar,https://doi.org/10.1108/IJLLS-07-2023-0085,,
